parkname,lat,lng,wkday,hr_bkt,db
Wompatuck State Park,42.2162595,-70.86559817,0,8 am - 10 am,64.88
Wompatuck State Park,42.2162595,-70.86559817,0,9 pm - 11 pm,67.05
Wompatuck State Park,42.2162595,-70.86559817,1,11 am - 1 pm,67.12
Wompatuck State Park,42.2162595,-70.86559817,1,12 am - 2 am,65.88
Wompatuck State Park,42.2162595,-70.86559817,1,2 pm - 4 pm,67.36
Wompatuck State Park,42.2162595,-70.86559817,1,3 am - 7 am,63.55
Wompatuck State Park,42.2162595,-70.86559817,1,5 pm - 8 pm,67.18
Wompatuck State Park,42.2162595,-70.86559817,1,8 am - 10 am,64.91
Wompatuck State Park,42.2162595,-70.86559817,1,9 pm - 11 pm,67.05
World's End,42.25811758,-70.87350864,0,11 am - 1 pm,67.11
World's End,42.25811758,-70.87350864,0,12 am - 2 am,65.82
World's End,42.25811758,-70.87350864,0,2 pm - 4 pm,67.39
World's End,42.25811758,-70.87350864,0,3 am - 7 am,63.61
World's End,42.25811758,-70.87350864,0,5 pm - 8 pm,67.29
World's End,42.25811758,-70.87350864,0,8 am - 10 am,64.94
World's End,42.25811758,-70.87350864,0,9 pm - 11 pm,67.18
World's End,42.25811758,-70.87350864,1,11 am - 1 pm,67.21
World's End,42.25811758,-70.87350864,1,12 am - 2 am,65.97
World's End,42.25811758,-70.87350864,1,2 pm - 4 pm,67.49
World's End,42.25811758,-70.87350864,1,3 am - 7 am,63.56
World's End,42.25811758,-70.87350864,1,5 pm - 8 pm,67.35
World's End,42.25811758,-70.87350864,1,8 am - 10 am,64.97
World's End,42.25811758,-70.87350864,1,9 pm - 11 pm,67.19
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,11 am - 1 pm,67.02
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,12 am - 2 am,65.74
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,2 pm - 4 pm,67.26
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,3 am - 7 am,63.58
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,5 pm - 8 pm,67.12
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,8 am - 10 am,64.88
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,0,9 pm - 11 pm,67.05
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,11 am - 1 pm,67.13
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,12 am - 2 am,65.88
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,2 pm - 4 pm,67.36
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,3 am - 7 am,63.55
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,5 pm - 8 pm,67.18
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,8 am - 10 am,64.91
deCordova Sculpture Park and Museum,42.429860600000005,-71.3140243,1,9 pm - 11 pm,67.05
