,lat,lng,loudness,made_at,user
160,0.0,0.0,47.37,2015-04-15 19:48:09,4279
161,0.0,0.0,47.08,2015-04-15 19:48:07,4279
162,0.0,0.0,50.97,2015-04-15 19:48:05,4279
163,0.0,0.0,48.82,2015-04-15 19:48:03,4279
164,0.0,0.0,38.06,2015-04-15 19:48:01,4279
165,0.0,0.0,41.95,2015-04-15 19:47:59,4279
166,0.0,0.0,42.94,2015-04-15 19:47:57,4279
167,0.0,0.0,44.11,2015-04-15 19:47:55,4279
168,0.0,0.0,30.93,2015-04-15 19:47:53,4279
169,0.0,0.0,31.02,2015-04-15 19:47:51,4279
170,0.0,0.0,32.79,2015-04-15 19:47:49,4279
171,0.0,0.0,35.58,2015-04-15 19:47:47,4279
172,0.0,0.0,41.02,2015-04-15 19:47:45,4279
173,0.0,0.0,37.98,2015-04-15 19:47:43,4279
174,0.0,0.0,41.08,2015-04-15 19:47:41,4279
175,0.0,0.0,42.41,2015-04-15 19:47:39,4279
176,0.0,0.0,43.43,2015-04-15 19:47:37,4279
177,0.0,0.0,42.43,2015-04-15 19:47:35,4279
178,0.0,0.0,41.42,2015-04-15 19:47:33,4279
179,0.0,0.0,40.91,2015-04-15 19:47:31,4279
180,0.0,0.0,42.06,2015-04-15 19:47:29,4279
181,0.0,0.0,40.47,2015-04-15 19:47:27,4279
182,0.0,0.0,42.23,2015-04-15 19:47:25,4279
183,0.0,0.0,40.19,2015-04-15 19:47:23,4279
184,0.0,0.0,42.23,2015-04-15 19:47:21,4279
185,0.0,0.0,44.54,2015-04-15 19:47:19,4279
186,0.0,0.0,34.03,2015-04-15 19:47:17,4279
187,0.0,0.0,38.67,2015-04-15 19:47:15,4279
188,0.0,0.0,34.76,2015-04-15 19:47:13,4279
189,0.0,0.0,40.11,2015-04-15 19:47:11,4279
190,0.0,0.0,32.17,2015-04-15 19:47:09,4279
191,0.0,0.0,41.32,2015-04-15 19:47:07,4279
192,0.0,0.0,31.58,2015-04-15 19:47:05,4279
193,0.0,0.0,34.24,2015-04-15 19:47:03,4279
194,0.0,0.0,38.37,2015-04-15 19:47:01,4279
195,0.0,0.0,41.59,2015-04-15 19:46:59,4279
196,0.0,0.0,43.62,2015-04-15 19:46:57,4279
197,0.0,0.0,48.46,2015-04-15 19:46:55,4279
198,0.0,0.0,51.24,2015-04-15 19:46:53,4279
199,0.0,0.0,51.18,2015-04-15 19:46:51,4279
200,0.0,0.0,42.32,2015-04-15 19:46:49,4279
201,0.0,0.0,39.59,2015-04-15 19:46:47,4279
202,0.0,0.0,41.77,2015-04-15 19:46:45,4279
203,0.0,0.0,45.69,2015-04-15 19:46:43,4279
204,0.0,0.0,43.34,2015-04-15 19:46:41,4279
205,0.0,0.0,37.43,2015-04-15 19:46:39,4279
206,0.0,0.0,39.92,2015-04-15 19:46:37,4279
207,0.0,0.0,48.61,2015-04-15 19:46:35,4279
208,0.0,0.0,49.89,2015-04-15 19:46:33,4279
209,0.0,0.0,43.53,2015-04-15 19:46:31,4279
210,0.0,0.0,49.9,2015-04-15 19:46:29,4279
211,0.0,0.0,53.23,2015-04-15 19:46:27,4279
212,0.0,0.0,52.42,2015-04-15 19:46:25,4279
213,0.0,0.0,48.8,2015-04-15 19:46:23,4279
214,0.0,0.0,41.49,2015-04-15 19:46:21,4279
215,0.0,0.0,43.95,2015-04-15 19:46:19,4279
216,0.0,0.0,49.09,2015-04-15 19:46:17,4279
217,0.0,0.0,45.66,2015-04-15 19:46:15,4279
218,0.0,0.0,37.26,2015-04-15 19:46:13,4279
219,0.0,0.0,38.66,2015-04-15 19:46:11,4279
220,0.0,0.0,41.08,2015-04-15 19:46:09,4279
221,0.0,0.0,41.2,2015-04-15 19:46:07,4279
222,0.0,0.0,39.05,2015-04-15 19:46:05,4279
223,0.0,0.0,37.3,2015-04-15 19:46:03,4279
224,0.0,0.0,33.77,2015-04-15 19:46:01,4279
225,0.0,0.0,36.38,2015-04-15 19:45:59,4279
226,0.0,0.0,32.25,2015-04-15 19:45:57,4279
227,0.0,0.0,38.27,2015-04-15 19:45:55,4279
228,0.0,0.0,39.03,2015-04-15 19:45:53,4279
229,0.0,0.0,41.24,2015-04-15 19:45:51,4279
230,0.0,0.0,37.75,2015-04-15 19:45:49,4279
231,0.0,0.0,41.25,2015-04-15 19:45:47,4279
232,0.0,0.0,42.66,2015-04-15 19:45:45,4279
233,0.0,0.0,41.69,2015-04-15 19:45:43,4279
234,0.0,0.0,39.82,2015-04-15 19:45:41,4279
235,0.0,0.0,41.3,2015-04-15 19:45:39,4279
236,0.0,0.0,44.69,2015-04-15 19:45:37,4279
237,0.0,0.0,38.63,2015-04-15 19:45:35,4279
238,0.0,0.0,35.44,2015-04-15 19:45:33,4279
239,0.0,0.0,38.29,2015-04-15 19:45:31,4279
240,0.0,0.0,38.71,2015-04-15 19:45:29,4279
241,0.0,0.0,35.11,2015-04-15 19:45:27,4279
242,0.0,0.0,33.21,2015-04-15 19:45:25,4279
243,0.0,0.0,32.59,2015-04-15 19:45:23,4279
244,0.0,0.0,35.85,2015-04-15 19:45:21,4279
245,0.0,0.0,33.11,2015-04-15 19:45:19,4279
246,0.0,0.0,38.27,2015-04-15 19:45:17,4279
247,0.0,0.0,44.95,2015-04-15 19:45:15,4279
248,0.0,0.0,41.13,2015-04-15 19:45:13,4279
249,0.0,0.0,31.29,2015-04-15 19:45:11,4279
250,0.0,0.0,32.2,2015-04-15 19:45:09,4279
251,0.0,0.0,40.37,2015-04-15 19:45:07,4279
252,0.0,0.0,30.77,2015-04-15 19:45:05,4279
253,0.0,0.0,35.0,2015-04-15 19:45:03,4279
254,0.0,0.0,31.21,2015-04-15 19:45:01,4279
255,0.0,0.0,38.89,2015-04-15 19:44:59,4279
256,0.0,0.0,49.07,2015-04-15 19:44:57,4279
257,0.0,0.0,47.86,2015-04-15 19:44:55,4279
258,0.0,0.0,30.46,2015-04-15 19:44:53,4279
259,0.0,0.0,30.24,2015-04-15 19:44:51,4279
260,0.0,0.0,49.04,2015-04-15 19:44:49,4279
261,0.0,0.0,47.15,2015-04-15 19:44:47,4279
262,0.0,0.0,30.23,2015-04-15 19:44:45,4279
263,0.0,0.0,43.93,2015-04-15 19:44:43,4279
264,0.0,0.0,44.23,2015-04-15 19:44:41,4279
265,0.0,0.0,44.86,2015-04-15 19:44:39,4279
266,0.0,0.0,36.45,2015-04-15 19:44:37,4279
267,0.0,0.0,48.02,2015-04-15 19:44:35,4279
268,0.0,0.0,50.05,2015-04-15 19:44:33,4279
269,0.0,0.0,44.67,2015-04-15 19:44:31,4279
270,0.0,0.0,50.49,2015-04-15 19:44:29,4279
271,0.0,0.0,46.57,2015-04-15 19:44:27,4279
272,0.0,0.0,43.07,2015-04-15 19:44:25,4279
273,0.0,0.0,30.84,2015-04-15 19:44:23,4279
274,0.0,0.0,46.67,2015-04-15 19:44:21,4279
275,0.0,0.0,40.61,2015-04-15 19:44:19,4279
276,0.0,0.0,37.78,2015-04-15 19:44:17,4279
277,0.0,0.0,45.31,2015-04-15 19:44:15,4279
278,0.0,0.0,31.62,2015-04-15 19:44:13,4279
279,0.0,0.0,37.06,2015-04-15 19:44:11,4279
280,0.0,0.0,40.9,2015-04-15 19:44:09,4279
281,0.0,0.0,42.69,2015-04-15 19:44:07,4279
282,0.0,0.0,35.31,2015-04-15 19:44:05,4279
283,0.0,0.0,41.04,2015-04-15 19:44:03,4279
284,0.0,0.0,38.71,2015-04-15 19:44:01,4279
285,0.0,0.0,38.99,2015-04-15 19:43:59,4279
286,0.0,0.0,40.18,2015-04-15 19:43:57,4279
287,0.0,0.0,35.42,2015-04-15 19:43:55,4279
288,0.0,0.0,31.24,2015-04-15 19:43:53,4279
289,0.0,0.0,31.04,2015-04-15 19:43:51,4279
290,0.0,0.0,32.06,2015-04-15 19:43:49,4279
291,0.0,0.0,41.54,2015-04-15 19:43:47,4279
292,0.0,0.0,41.75,2015-04-15 19:43:45,4279
